leaf_cluster_id,block_id
0_0,0
0_1,1
0_2,2
0_3,3
0_4,4
0_5,5
0_6,6
0_7,7
0_8,8
0_9,9
0_10,10
0_11,11
0_12,12
0_13,13
0_14,14
0_15,15
0_16,16
0_17,17
0_18,18
0_19,19
0_20,20
0_21,21
0_22,22
0_23,23
0_24,24
0_25,25
0_26,26
0_27,27
0_28,28
0_29,29
0_30,30
0_31,31
0_32,32
0_33,33
0_34,34
0_35,35
0_36,36
0_37,37
0_38,38
0_39,39
0_40,40
0_41,41
0_42,42
0_43,43
0_44,44
0_45,45
0_46,46
0_47,47
0_48,48
0_49,49
0_50,50
0_51,51
0_52,52
0_53,53
0_54,54
0_55,55
0_56,56
0_57,57
0_58,58
0_59,59
0_60,60
0_61,61
0_62,28
0_63,62
0_64,63
0_65,64
0_66,65
0_67,66
0_68,67
0_69,68
0_70,69
0_71,70
0_72,71
0_73,72
0_74,73
0_75,74
0_76,75
0_77,76
0_78,77
0_79,78
0_80,79
0_81,80
0_82,81
0_83,82
0_84,83
0_85,84
0_86,85
0_87,86
0_88,87
0_89,88
0_90,89
0_91,90
0_92,91
0_93,92
0_94,93
0_95,94
0_96,95
0_97,96
0_98,97
0_99,98
0_100,99
0_101,100
0_102,101
0_103,102
0_104,103
0_105,104
0_106,105
0_107,106
0_108,107
0_109,108
0_110,109
0_111,110
0_112,111
0_113,112
0_114,113
0_115,114
0_116,115
0_117,116
0_118,117
0_119,118
0_120,119
0_121,120
0_122,121
0_123,122
0_124,123
0_125,124
0_126,125
0_127,126
0_128,127
0_129,128
0_130,129
0_131,130
0_132,131
0_133,132
0_134,28
0_135,133
0_136,28
0_137,28
0_138,134
0_139,135
0_140,28
0_141,136
0_142,137
0_143,138
0_144,139
0_145,140
0_146,141
0_147,142
0_148,143
0_149,144
0_150,145
0_151,146
0_152,147
0_153,148
0_154,149
0_155,150
0_156,151
0_157,152
0_158,153
0_159,154
0_160,155
0_161,156
0_162,157
0_163,158
0_164,159
0_165,160
0_166,161
0_167,162
0_168,163
0_169,164
0_170,165
0_171,166
0_172,167
0_173,168
0_174,169
0_175,170
0_176,171
0_177,172
0_178,173
0_179,174
0_180,175
0_181,176
0_182,177
0_183,178
0_184,179
0_185,180
0_186,181
0_187,182
0_188,183
0_189,184
0_190,185
0_191,186
0_192,187
0_193,188
0_194,189
0_195,190
0_196,191
0_197,192
0_198,193
0_199,194
0_200,195
0_201,196
0_202,197
0_203,198
0_204,199
0_205,200
0_206,201
0_207,202
0_208,203
0_209,204
0_210,205
0_211,206
0_212,207
0_213,208
0_214,209
0_215,210
0_216,211
0_217,212
0_218,213
0_219,214
0_220,215
0_221,216
0_222,217
0_223,218
0_224,219
0_225,220
0_226,221
0_227,222
0_228,223
0_229,224
0_230,225
0_231,226
0_232,227
0_233,228
0_234,229
0_235,230
0_236,231
0_237,232
1_0,233
2_0,234
3_0,235
5_0,236
6_0,237
