leaf_cluster_id,block_id
0_0,0
0_1,1
0_2,2
0_3,2
0_4,3
0_5,4
0_6,5
0_7,6
0_8,7
0_9,8
0_10,9
0_11,10
0_12,11
0_13,12
0_14,13
0_15,2
0_16,2
0_17,14
0_18,15
0_19,16
0_20,17
0_21,18
0_22,19
0_23,20
0_24,21
0_25,22
0_26,23
0_27,24
0_28,2
0_29,25
0_30,26
0_31,27
0_32,28
0_33,29
0_34,30
0_35,31
0_36,32
0_37,33
0_38,34
0_39,35
0_40,36
0_41,37
0_42,38
0_43,39
0_44,40
0_45,41
0_46,42
0_47,43
0_48,44
0_49,45
0_50,46
0_51,47
0_52,48
0_53,49
0_54,50
0_55,51
0_56,52
0_57,53
0_58,54
0_59,55
0_60,2
0_61,56
0_62,2
0_63,57
0_64,58
0_65,59
0_66,60
0_67,61
0_68,62
0_69,63
0_70,64
0_71,65
0_72,66
0_73,2
0_74,67
0_75,68
0_76,69
0_77,70
0_78,2
0_79,71
0_80,72
0_81,73
0_82,74
0_83,75
0_84,76
0_85,77
0_86,78
0_87,79
0_88,80
0_89,81
0_90,82
0_91,83
0_92,84
0_93,85
0_94,86
0_95,87
0_96,88
0_97,89
0_98,90
0_99,91
0_100,92
0_101,93
0_102,94
0_103,95
0_104,96
0_105,97
0_106,98
0_107,99
0_108,100
0_109,101
0_110,102
0_111,103
0_112,104
0_113,105
0_114,106
0_115,107
0_116,108
0_117,109
0_118,110
0_119,111
0_120,112
0_121,113
0_122,114
0_123,115
0_124,116
0_125,117
0_126,118
0_127,119
0_128,120
0_129,121
0_130,122
0_131,123
0_132,2
0_133,2
0_134,2
0_135,124
0_136,2
0_137,2
0_138,125
0_139,126
0_140,2
0_141,127
0_142,128
0_143,129
0_144,130
0_145,131
0_146,132
0_147,133
0_148,134
0_149,135
0_150,136
0_151,137
0_152,138
0_153,139
0_154,140
0_155,141
0_156,142
0_157,143
0_158,2
0_159,144
0_160,145
0_161,146
0_162,2
0_163,147
0_164,148
0_165,149
0_166,150
0_167,151
0_168,152
0_169,153
0_170,154
0_171,155
0_172,156
0_173,157
0_174,158
0_175,2
0_176,159
0_177,160
0_178,161
0_179,162
0_180,163
0_181,164
0_182,165
0_183,166
0_184,167
0_185,168
0_186,169
0_187,170
0_188,171
0_189,172
0_190,173
0_191,174
0_192,175
0_193,176
0_194,177
0_195,178
0_196,179
0_197,180
0_198,181
0_199,182
0_200,183
0_201,184
0_202,185
0_203,186
0_204,187
0_205,188
0_206,189
0_207,190
0_208,191
0_209,192
0_210,193
0_211,194
0_212,195
0_213,196
0_214,197
0_215,198
0_216,199
0_217,200
0_218,201
0_219,202
0_220,2
0_221,203
0_222,204
0_223,205
0_224,206
0_225,207
0_226,208
0_227,209
0_228,210
0_229,211
0_230,212
0_231,213
0_232,214
0_233,215
0_234,216
0_235,217
0_236,218
0_237,219
1_0,220
2_0,221
3_0,222
5_0,223
6_0,224
