leaf_cluster_id,block_id
0_0,0
0_1,1
0_2,2
0_3,3
0_4,4
0_5,5
0_6,6
0_7,7
0_8,8
0_9,9
0_10,10
0_11,11
0_12,12
0_13,13
0_14,14
0_15,15
0_16,16
0_17,17
0_18,18
0_19,19
0_20,20
0_21,21
0_22,22
0_23,23
0_24,24
0_25,25
0_26,26
0_27,27
0_28,28
0_29,29
0_30,30
0_31,31
0_32,32
0_33,33
0_34,34
0_35,35
0_36,36
0_37,37
0_38,38
0_39,39
0_40,40
0_41,41
0_42,42
0_43,43
0_44,44
0_45,45
0_46,46
0_47,47
0_48,48
0_49,49
0_50,50
0_51,51
0_52,52
0_53,53
0_54,54
0_55,55
0_56,56
0_57,57
0_58,58
0_59,59
0_60,28
0_61,60
0_62,28
0_63,61
0_64,62
0_65,63
0_66,64
0_67,65
0_68,66
0_69,67
0_70,68
0_71,69
0_72,70
0_73,71
0_74,72
0_75,73
0_76,74
0_77,75
0_78,76
0_79,77
0_80,78
0_81,79
0_82,80
0_83,81
0_84,82
0_85,83
0_86,84
0_87,85
0_88,86
0_89,87
0_90,88
0_91,89
0_92,90
0_93,91
0_94,92
0_95,93
0_96,94
0_97,95
0_98,96
0_99,97
0_100,98
0_101,99
0_102,100
0_103,101
0_104,102
0_105,103
0_106,104
0_107,105
0_108,106
0_109,107
0_110,108
0_111,109
0_112,110
0_113,111
0_114,112
0_115,113
0_116,114
0_117,115
0_118,116
0_119,117
0_120,118
0_121,119
0_122,120
0_123,121
0_124,122
0_125,123
0_126,124
0_127,125
0_128,126
0_129,127
0_130,128
0_131,129
0_132,130
0_133,131
0_134,28
0_135,132
0_136,28
0_137,28
0_138,133
0_139,134
0_140,28
0_141,135
0_142,136
0_143,137
0_144,138
0_145,139
0_146,140
0_147,141
0_148,142
0_149,143
0_150,144
0_151,145
0_152,146
0_153,147
0_154,148
0_155,149
0_156,150
0_157,151
0_158,152
0_159,153
0_160,154
0_161,155
0_162,156
0_163,157
0_164,158
0_165,159
0_166,160
0_167,161
0_168,162
0_169,163
0_170,164
0_171,165
0_172,166
0_173,167
0_174,168
0_175,169
0_176,170
0_177,171
0_178,172
0_179,173
0_180,174
0_181,175
0_182,176
0_183,177
0_184,178
0_185,179
0_186,180
0_187,181
0_188,182
0_189,183
0_190,184
0_191,185
0_192,186
0_193,187
0_194,188
0_195,189
0_196,190
0_197,191
0_198,192
0_199,193
0_200,194
0_201,195
0_202,196
0_203,197
0_204,198
0_205,199
0_206,200
0_207,201
0_208,202
0_209,203
0_210,204
0_211,205
0_212,206
0_213,207
0_214,208
0_215,209
0_216,210
0_217,211
0_218,212
0_219,213
0_220,214
0_221,215
0_222,216
0_223,217
0_224,218
0_225,219
0_226,220
0_227,221
0_228,222
0_229,223
0_230,224
0_231,225
0_232,226
0_233,227
0_234,228
0_235,229
0_236,230
0_237,231
1_0,232
2_0,233
3_0,234
5_0,235
6_0,236
